,file_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class_index,class_name,file_path
1253,01254.jpg,107,91,756,501,155,Land Rover LR2 SUV 2012,data\stanford_cars\train\Land Rover LR2 SUV 2012\01254.jpg
1254,01255.jpg,17,80,735,492,6,Acura Integra Type R 2001,data\stanford_cars\train\Acura Integra Type R 2001\01255.jpg
1255,01256.jpg,8,28,279,201,71,Chevrolet Express Van 2007,data\stanford_cars\train\Chevrolet Express Van 2007\01256.jpg
1256,01257.jpg,24,172,1005,587,133,Hyundai Veracruz SUV 2012,data\stanford_cars\train\Hyundai Veracruz SUV 2012\01257.jpg
1257,01258.jpg,29,91,482,454,95,Dodge Durango SUV 2007,data\stanford_cars\train\Dodge Durango SUV 2007\01258.jpg
1258,01259.jpg,139,112,1090,706,89,Dodge Journey SUV 2012,data\stanford_cars\train\Dodge Journey SUV 2012\01259.jpg
1259,01260.jpg,44,29,187,133,95,Dodge Durango SUV 2007,data\stanford_cars\train\Dodge Durango SUV 2007\01260.jpg
1260,01261.jpg,48,137,343,276,85,Dodge Caravan Minivan 1997,data\stanford_cars\train\Dodge Caravan Minivan 1997\01261.jpg
1261,01262.jpg,47,31,340,219,84,Dodge Caliber Wagon 2007,data\stanford_cars\train\Dodge Caliber Wagon 2007\01262.jpg
1262,01263.jpg,1,21,639,470,143,Isuzu Ascender SUV 2008,data\stanford_cars\train\Isuzu Ascender SUV 2008\01263.jpg
1263,01264.jpg,5,36,623,357,4,Acura TL Type-S 2008,data\stanford_cars\train\Acura TL Type-S 2008\01264.jpg
1264,01265.jpg,35,160,509,361,185,Tesla Model S Sedan 2012,data\stanford_cars\train\Tesla Model S Sedan 2012\01265.jpg
1265,01266.jpg,20,87,600,391,122,GMC Canyon Extended Cab 2012,data\stanford_cars\train\GMC Canyon Extended Cab 2012\01266.jpg
1266,01267.jpg,26,92,604,291,127,Honda Odyssey Minivan 2007,data\stanford_cars\train\Honda Odyssey Minivan 2007\01267.jpg
1267,01268.jpg,9,43,254,152,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,data\stanford_cars\train\Chevrolet Silverado 1500 Hybrid Crew Cab 2012\01268.jpg
1268,01269.jpg,96,3,519,385,180,Spyker C8 Coupe 2009,data\stanford_cars\train\Spyker C8 Coupe 2009\01269.jpg
1269,01270.jpg,21,76,532,355,44,Bentley Continental Flying Spur Sedan 2007,data\stanford_cars\train\Bentley Continental Flying Spur Sedan 2007\01270.jpg
1270,01271.jpg,1,15,120,99,158,Maybach Landaulet Convertible 2012,data\stanford_cars\train\Maybach Landaulet Convertible 2012\01271.jpg
1271,01272.jpg,111,66,984,800,132,Hyundai Tucson SUV 2012,data\stanford_cars\train\Hyundai Tucson SUV 2012\01272.jpg
1272,01273.jpg,53,265,769,475,102,Ferrari California Convertible 2012,data\stanford_cars\train\Ferrari California Convertible 2012\01273.jpg
1273,01274.jpg,5,153,420,337,72,Chevrolet Monte Carlo Coupe 2007,data\stanford_cars\train\Chevrolet Monte Carlo Coupe 2007\01274.jpg
1274,01275.jpg,14,52,252,149,29,BMW 3 Series Sedan 2012,data\stanford_cars\train\BMW 3 Series Sedan 2012\01275.jpg
1275,01276.jpg,67,102,567,357,9,Aston Martin V8 Vantage Coupe 2012,data\stanford_cars\train\Aston Martin V8 Vantage Coupe 2012\01276.jpg
1276,01277.jpg,1,5,160,89,1,AM General Hummer SUV 2000,data\stanford_cars\train\AM General Hummer SUV 2000\01277.jpg
1277,01278.jpg,25,48,294,142,80,Chrysler Crossfire Convertible 2008,data\stanford_cars\train\Chrysler Crossfire Convertible 2008\01278.jpg
1278,01279.jpg,7,24,287,232,131,Hyundai Santa Fe SUV 2012,data\stanford_cars\train\Hyundai Santa Fe SUV 2012\01279.jpg
1279,01280.jpg,74,157,504,398,106,Ford F-450 Super Duty Crew Cab 2012,data\stanford_cars\train\Ford F-450 Super Duty Crew Cab 2012\01280.jpg
1280,01281.jpg,126,69,402,309,47,Buick Regal GS 2012,data\stanford_cars\train\Buick Regal GS 2012\01281.jpg
1281,01282.jpg,11,14,621,441,184,Suzuki SX4 Sedan 2012,data\stanford_cars\train\Suzuki SX4 Sedan 2012\01282.jpg
1282,01283.jpg,19,52,261,150,8,Aston Martin V8 Vantage Convertible 2012,data\stanford_cars\train\Aston Martin V8 Vantage Convertible 2012\01283.jpg
1283,01284.jpg,112,298,1609,1003,40,Bentley Arnage Sedan 2009,data\stanford_cars\train\Bentley Arnage Sedan 2009\01284.jpg
1284,01285.jpg,47,49,321,202,195,Volvo XC90 SUV 2007,data\stanford_cars\train\Volvo XC90 SUV 2007\01285.jpg
1285,01286.jpg,74,1,1448,855,130,Hyundai Veloster Hatchback 2012,data\stanford_cars\train\Hyundai Veloster Hatchback 2012\01286.jpg
1286,01287.jpg,64,189,458,357,160,McLaren MP4-12C Coupe 2012,data\stanford_cars\train\McLaren MP4-12C Coupe 2012\01287.jpg
1287,01288.jpg,135,120,869,619,94,Dodge Durango SUV 2012,data\stanford_cars\train\Dodge Durango SUV 2012\01288.jpg
1288,01289.jpg,4,32,259,171,53,Cadillac Escalade EXT Crew Cab 2007,data\stanford_cars\train\Cadillac Escalade EXT Crew Cab 2007\01289.jpg
1289,01290.jpg,10,69,317,216,165,Mercedes-Benz S-Class Sedan 2012,data\stanford_cars\train\Mercedes-Benz S-Class Sedan 2012\01290.jpg
1290,01291.jpg,104,155,459,322,137,Hyundai Genesis Sedan 2012,data\stanford_cars\train\Hyundai Genesis Sedan 2012\01291.jpg
1291,01292.jpg,22,16,434,332,28,BMW 1 Series Coupe 2012,data\stanford_cars\train\BMW 1 Series Coupe 2012\01292.jpg
1292,01293.jpg,76,87,388,244,46,Bugatti Veyron 16.4 Coupe 2009,data\stanford_cars\train\Bugatti Veyron 16.4 Coupe 2009\01293.jpg
1293,01294.jpg,8,55,160,108,107,Ford Mustang Convertible 2007,data\stanford_cars\train\Ford Mustang Convertible 2007\01294.jpg
1294,01295.jpg,113,133,578,375,94,Dodge Durango SUV 2012,data\stanford_cars\train\Dodge Durango SUV 2012\01295.jpg
1295,01296.jpg,30,101,445,261,115,Ford Focus Sedan 2007,data\stanford_cars\train\Ford Focus Sedan 2007\01296.jpg
1296,01297.jpg,103,205,1330,928,12,Audi RS 4 Convertible 2008,data\stanford_cars\train\Audi RS 4 Convertible 2008\01297.jpg
1297,01298.jpg,28,199,1005,673,20,Audi S6 Sedan 2011,data\stanford_cars\train\Audi S6 Sedan 2011\01298.jpg
1298,01299.jpg,41,140,591,356,186,Toyota Sequoia SUV 2012,data\stanford_cars\train\Toyota Sequoia SUV 2012\01299.jpg
1299,01300.jpg,42,186,1788,1088,58,Chevrolet Traverse SUV 2012,data\stanford_cars\train\Chevrolet Traverse SUV 2012\01300.jpg
1300,01301.jpg,34,93,620,350,144,Jaguar XK XKR 2012,data\stanford_cars\train\Jaguar XK XKR 2012\01301.jpg
1301,01302.jpg,62,79,620,455,178,Scion xD Hatchback 2012,data\stanford_cars\train\Scion xD Hatchback 2012\01302.jpg
1302,01303.jpg,55,22,685,433,191,Volkswagen Golf Hatchback 1991,data\stanford_cars\train\Volkswagen Golf Hatchback 1991\01303.jpg
1303,01304.jpg,17,74,624,425,137,Hyundai Genesis Sedan 2012,data\stanford_cars\train\Hyundai Genesis Sedan 2012\01304.jpg
1304,01305.jpg,242,250,860,643,145,Jeep Patriot SUV 2012,data\stanford_cars\train\Jeep Patriot SUV 2012\01305.jpg
1305,01306.jpg,124,81,768,535,157,MINI Cooper Roadster Convertible 2012,data\stanford_cars\train\MINI Cooper Roadster Convertible 2012\01306.jpg
1306,01307.jpg,177,266,943,748,81,Chrysler PT Cruiser Convertible 2008,data\stanford_cars\train\Chrysler PT Cruiser Convertible 2008\01307.jpg
1307,01308.jpg,73,452,2478,1508,23,Audi S4 Sedan 2012,data\stanford_cars\train\Audi S4 Sedan 2012\01308.jpg
1308,01309.jpg,14,120,281,216,74,Chevrolet Silverado 1500 Extended Cab 2012,data\stanford_cars\train\Chevrolet Silverado 1500 Extended Cab 2012\01309.jpg
1309,01310.jpg,40,39,703,415,172,Plymouth Neon Coupe 1999,data\stanford_cars\train\Plymouth Neon Coupe 1999\01310.jpg
1310,01311.jpg,1,12,137,94,88,Dodge Sprinter Cargo Van 2009,data\stanford_cars\train\Dodge Sprinter Cargo Van 2009\01311.jpg
1311,01312.jpg,65,17,424,202,86,Dodge Ram Pickup 3500 Crew Cab 2010,data\stanford_cars\train\Dodge Ram Pickup 3500 Crew Cab 2010\01312.jpg
1312,01313.jpg,56,69,558,354,12,Audi RS 4 Convertible 2008,data\stanford_cars\train\Audi RS 4 Convertible 2008\01313.jpg
1313,01314.jpg,29,129,597,364,123,Geo Metro Convertible 1993,data\stanford_cars\train\Geo Metro Convertible 1993\01314.jpg
1314,01315.jpg,31,12,421,209,189,Toyota 4Runner SUV 2012,data\stanford_cars\train\Toyota 4Runner SUV 2012\01315.jpg
1315,01316.jpg,20,35,406,236,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,data\stanford_cars\train\Chevrolet Corvette Ron Fellows Edition Z06 2007\01316.jpg
1316,01317.jpg,91,129,533,399,192,Volkswagen Beetle Hatchback 2012,data\stanford_cars\train\Volkswagen Beetle Hatchback 2012\01317.jpg
1317,01318.jpg,167,85,580,307,67,Chevrolet Malibu Hybrid Sedan 2010,data\stanford_cars\train\Chevrolet Malibu Hybrid Sedan 2010\01318.jpg
1318,01319.jpg,59,115,378,249,181,Suzuki Aerio Sedan 2007,data\stanford_cars\train\Suzuki Aerio Sedan 2007\01319.jpg
1319,01320.jpg,89,42,461,288,184,Suzuki SX4 Sedan 2012,data\stanford_cars\train\Suzuki SX4 Sedan 2012\01320.jpg
1320,01321.jpg,46,69,603,411,177,Rolls-Royce Phantom Sedan 2012,data\stanford_cars\train\Rolls-Royce Phantom Sedan 2012\01321.jpg
1321,01322.jpg,46,69,583,363,7,Acura ZDX Hatchback 2012,data\stanford_cars\train\Acura ZDX Hatchback 2012\01322.jpg
1322,01323.jpg,49,203,992,692,114,Ford F-150 Regular Cab 2007,data\stanford_cars\train\Ford F-150 Regular Cab 2007\01323.jpg
1323,01324.jpg,32,93,250,184,39,Bentley Continental Supersports Conv. Convertible 2012,data\stanford_cars\train\Bentley Continental Supersports Conv. Convertible 2012\01324.jpg
1324,01325.jpg,33,38,250,167,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,data\stanford_cars\train\Chevrolet Silverado 1500 Classic Extended Cab 2007\01325.jpg
1325,01326.jpg,15,48,274,187,67,Chevrolet Malibu Hybrid Sedan 2010,data\stanford_cars\train\Chevrolet Malibu Hybrid Sedan 2010\01326.jpg
1326,01327.jpg,39,116,353,250,74,Chevrolet Silverado 1500 Extended Cab 2012,data\stanford_cars\train\Chevrolet Silverado 1500 Extended Cab 2012\01327.jpg
1327,01328.jpg,91,282,956,642,59,Chevrolet Camaro Convertible 2012,data\stanford_cars\train\Chevrolet Camaro Convertible 2012\01328.jpg
1328,01329.jpg,10,52,255,163,165,Mercedes-Benz S-Class Sedan 2012,data\stanford_cars\train\Mercedes-Benz S-Class Sedan 2012\01329.jpg
1329,01330.jpg,9,11,290,200,53,Cadillac Escalade EXT Crew Cab 2007,data\stanford_cars\train\Cadillac Escalade EXT Crew Cab 2007\01330.jpg
1330,01331.jpg,355,323,1316,897,8,Aston Martin V8 Vantage Convertible 2012,data\stanford_cars\train\Aston Martin V8 Vantage Convertible 2012\01331.jpg
1331,01332.jpg,50,48,591,384,126,Honda Odyssey Minivan 2012,data\stanford_cars\train\Honda Odyssey Minivan 2012\01332.jpg
1332,01333.jpg,32,86,609,304,130,Hyundai Veloster Hatchback 2012,data\stanford_cars\train\Hyundai Veloster Hatchback 2012\01333.jpg
1333,01334.jpg,9,71,461,216,179,Spyker C8 Convertible 2009,data\stanford_cars\train\Spyker C8 Convertible 2009\01334.jpg
1334,01335.jpg,555,301,1173,568,45,Bugatti Veyron 16.4 Convertible 2009,data\stanford_cars\train\Bugatti Veyron 16.4 Convertible 2009\01335.jpg
1335,01336.jpg,5,7,261,125,189,Toyota 4Runner SUV 2012,data\stanford_cars\train\Toyota 4Runner SUV 2012\01336.jpg
1336,01337.jpg,9,32,253,161,188,Toyota Corolla Sedan 2012,data\stanford_cars\train\Toyota Corolla Sedan 2012\01337.jpg
1337,01338.jpg,59,87,1737,1211,162,Mercedes-Benz C-Class Sedan 2012,data\stanford_cars\train\Mercedes-Benz C-Class Sedan 2012\01338.jpg
1338,01339.jpg,114,107,561,407,94,Dodge Durango SUV 2012,data\stanford_cars\train\Dodge Durango SUV 2012\01339.jpg
1339,01340.jpg,110,83,590,370,30,BMW 3 Series Wagon 2012,data\stanford_cars\train\BMW 3 Series Wagon 2012\01340.jpg
1340,01341.jpg,59,107,575,398,73,Chevrolet Malibu Sedan 2007,data\stanford_cars\train\Chevrolet Malibu Sedan 2007\01341.jpg
1341,01342.jpg,66,122,480,234,59,Chevrolet Camaro Convertible 2012,data\stanford_cars\train\Chevrolet Camaro Convertible 2012\01342.jpg
1342,01343.jpg,60,144,778,463,192,Volkswagen Beetle Hatchback 2012,data\stanford_cars\train\Volkswagen Beetle Hatchback 2012\01343.jpg
1343,01344.jpg,26,23,615,459,126,Honda Odyssey Minivan 2012,data\stanford_cars\train\Honda Odyssey Minivan 2012\01344.jpg
1344,01345.jpg,37,169,587,413,86,Dodge Ram Pickup 3500 Crew Cab 2010,data\stanford_cars\train\Dodge Ram Pickup 3500 Crew Cab 2010\01345.jpg
1345,01346.jpg,37,139,656,470,13,Audi A5 Coupe 2012,data\stanford_cars\train\Audi A5 Coupe 2012\01346.jpg
1346,01347.jpg,23,1,430,319,179,Spyker C8 Convertible 2009,data\stanford_cars\train\Spyker C8 Convertible 2009\01347.jpg
1347,01348.jpg,80,110,980,677,37,BMW X3 SUV 2012,data\stanford_cars\train\BMW X3 SUV 2012\01348.jpg
1348,01349.jpg,341,248,768,497,144,Jaguar XK XKR 2012,data\stanford_cars\train\Jaguar XK XKR 2012\01349.jpg
1349,01350.jpg,105,315,780,561,157,MINI Cooper Roadster Convertible 2012,data\stanford_cars\train\MINI Cooper Roadster Convertible 2012\01350.jpg
1350,01351.jpg,80,191,948,623,112,Ford GT Coupe 2006,data\stanford_cars\train\Ford GT Coupe 2006\01351.jpg
1351,01352.jpg,2,59,300,219,40,Bentley Arnage Sedan 2009,data\stanford_cars\train\Bentley Arnage Sedan 2009\01352.jpg
1352,01353.jpg,43,99,1013,615,31,BMW 6 Series Convertible 2007,data\stanford_cars\train\BMW 6 Series Convertible 2007\01353.jpg
1353,01354.jpg,17,43,250,159,156,Lincoln Town Car Sedan 2011,data\stanford_cars\train\Lincoln Town Car Sedan 2011\01354.jpg
1354,01355.jpg,46,1,799,560,184,Suzuki SX4 Sedan 2012,data\stanford_cars\train\Suzuki SX4 Sedan 2012\01355.jpg
1355,01356.jpg,51,120,683,378,168,Nissan Leaf Hatchback 2012,data\stanford_cars\train\Nissan Leaf Hatchback 2012\01356.jpg
1356,01357.jpg,52,122,750,429,44,Bentley Continental Flying Spur Sedan 2007,data\stanford_cars\train\Bentley Continental Flying Spur Sedan 2007\01357.jpg
1357,01358.jpg,10,1,563,306,59,Chevrolet Camaro Convertible 2012,data\stanford_cars\train\Chevrolet Camaro Convertible 2012\01358.jpg
1358,01359.jpg,17,25,282,153,80,Chrysler Crossfire Convertible 2008,data\stanford_cars\train\Chrysler Crossfire Convertible 2008\01359.jpg
1359,01360.jpg,15,102,411,291,59,Chevrolet Camaro Convertible 2012,data\stanford_cars\train\Chevrolet Camaro Convertible 2012\01360.jpg
1360,01361.jpg,74,73,239,158,9,Aston Martin V8 Vantage Coupe 2012,data\stanford_cars\train\Aston Martin V8 Vantage Coupe 2012\01361.jpg
1361,01362.jpg,80,165,543,405,111,Ford Ranger SuperCab 2011,data\stanford_cars\train\Ford Ranger SuperCab 2011\01362.jpg
1362,01363.jpg,44,62,589,415,140,Hyundai Azera Sedan 2012,data\stanford_cars\train\Hyundai Azera Sedan 2012\01363.jpg
1363,01364.jpg,1,74,639,334,58,Chevrolet Traverse SUV 2012,data\stanford_cars\train\Chevrolet Traverse SUV 2012\01364.jpg
1364,01365.jpg,114,144,476,349,49,Buick Verano Sedan 2012,data\stanford_cars\train\Buick Verano Sedan 2012\01365.jpg
1365,01366.jpg,44,196,603,410,115,Ford Focus Sedan 2007,data\stanford_cars\train\Ford Focus Sedan 2007\01366.jpg
1366,01367.jpg,19,54,246,170,80,Chrysler Crossfire Convertible 2008,data\stanford_cars\train\Chrysler Crossfire Convertible 2008\01367.jpg
1367,01368.jpg,32,136,843,490,133,Hyundai Veracruz SUV 2012,data\stanford_cars\train\Hyundai Veracruz SUV 2012\01368.jpg
1368,01369.jpg,69,36,259,155,161,Mercedes-Benz 300-Class Convertible 1993,data\stanford_cars\train\Mercedes-Benz 300-Class Convertible 1993\01369.jpg
1369,01370.jpg,20,29,583,270,21,Audi S5 Convertible 2012,data\stanford_cars\train\Audi S5 Convertible 2012\01370.jpg
1370,01371.jpg,32,60,207,157,92,Dodge Magnum Wagon 2008,data\stanford_cars\train\Dodge Magnum Wagon 2008\01371.jpg
1371,01372.jpg,263,598,2349,1638,13,Audi A5 Coupe 2012,data\stanford_cars\train\Audi A5 Coupe 2012\01372.jpg
1372,01373.jpg,61,137,596,443,130,Hyundai Veloster Hatchback 2012,data\stanford_cars\train\Hyundai Veloster Hatchback 2012\01373.jpg
1373,01374.jpg,3,37,496,299,159,Mazda Tribute SUV 2011,data\stanford_cars\train\Mazda Tribute SUV 2011\01374.jpg
1374,01375.jpg,54,254,1961,1084,170,Nissan Juke Hatchback 2012,data\stanford_cars\train\Nissan Juke Hatchback 2012\01375.jpg
1375,01376.jpg,5,27,347,234,121,GMC Acadia SUV 2012,data\stanford_cars\train\GMC Acadia SUV 2012\01376.jpg
1376,01377.jpg,54,75,408,274,97,Dodge Charger SRT-8 2009,data\stanford_cars\train\Dodge Charger SRT-8 2009\01377.jpg
1377,01378.jpg,29,141,597,450,87,Dodge Ram Pickup 3500 Quad Cab 2009,data\stanford_cars\train\Dodge Ram Pickup 3500 Quad Cab 2009\01378.jpg
1378,01379.jpg,60,111,760,520,192,Volkswagen Beetle Hatchback 2012,data\stanford_cars\train\Volkswagen Beetle Hatchback 2012\01379.jpg
1379,01380.jpg,63,51,571,320,124,HUMMER H3T Crew Cab 2010,data\stanford_cars\train\HUMMER H3T Crew Cab 2010\01380.jpg
1380,01381.jpg,33,35,502,275,46,Bugatti Veyron 16.4 Coupe 2009,data\stanford_cars\train\Bugatti Veyron 16.4 Coupe 2009\01381.jpg
1381,01382.jpg,3,21,285,195,53,Cadillac Escalade EXT Crew Cab 2007,data\stanford_cars\train\Cadillac Escalade EXT Crew Cab 2007\01382.jpg
1382,01383.jpg,23,11,307,225,113,Ford F-150 Regular Cab 2012,data\stanford_cars\train\Ford F-150 Regular Cab 2012\01383.jpg
1383,01384.jpg,117,31,516,415,85,Dodge Caravan Minivan 1997,data\stanford_cars\train\Dodge Caravan Minivan 1997\01384.jpg
1384,01385.jpg,150,109,605,407,174,Ram C/V Cargo Van Minivan 2012,data\stanford_cars\train\Ram C/V Cargo Van Minivan 2012\01385.jpg
1385,01386.jpg,73,211,1534,988,170,Nissan Juke Hatchback 2012,data\stanford_cars\train\Nissan Juke Hatchback 2012\01386.jpg
1386,01387.jpg,6,31,636,434,131,Hyundai Santa Fe SUV 2012,data\stanford_cars\train\Hyundai Santa Fe SUV 2012\01387.jpg
1387,01388.jpg,24,41,277,198,109,Ford Expedition EL SUV 2009,data\stanford_cars\train\Ford Expedition EL SUV 2009\01388.jpg
1388,01389.jpg,23,32,218,159,128,Honda Accord Coupe 2012,data\stanford_cars\train\Honda Accord Coupe 2012\01389.jpg
1389,01390.jpg,16,24,248,188,188,Toyota Corolla Sedan 2012,data\stanford_cars\train\Toyota Corolla Sedan 2012\01390.jpg
1390,01391.jpg,17,58,241,151,73,Chevrolet Malibu Sedan 2007,data\stanford_cars\train\Chevrolet Malibu Sedan 2007\01391.jpg
1391,01392.jpg,39,89,457,334,5,Acura TSX Sedan 2012,data\stanford_cars\train\Acura TSX Sedan 2012\01392.jpg
1392,01393.jpg,4,118,519,321,127,Honda Odyssey Minivan 2007,data\stanford_cars\train\Honda Odyssey Minivan 2007\01393.jpg
1393,01394.jpg,13,95,462,279,156,Lincoln Town Car Sedan 2011,data\stanford_cars\train\Lincoln Town Car Sedan 2011\01394.jpg
1394,01395.jpg,39,76,969,593,30,BMW 3 Series Wagon 2012,data\stanford_cars\train\BMW 3 Series Wagon 2012\01395.jpg
1395,01396.jpg,140,175,492,411,154,Land Rover Range Rover SUV 2012,data\stanford_cars\train\Land Rover Range Rover SUV 2012\01396.jpg
1396,01397.jpg,41,39,602,456,67,Chevrolet Malibu Hybrid Sedan 2010,data\stanford_cars\train\Chevrolet Malibu Hybrid Sedan 2010\01397.jpg
1397,01398.jpg,108,50,535,385,111,Ford Ranger SuperCab 2011,data\stanford_cars\train\Ford Ranger SuperCab 2011\01398.jpg
1398,01399.jpg,31,66,525,261,43,Bentley Continental GT Coupe 2007,data\stanford_cars\train\Bentley Continental GT Coupe 2007\01399.jpg
1399,01400.jpg,43,181,471,329,136,Hyundai Accent Sedan 2012,data\stanford_cars\train\Hyundai Accent Sedan 2012\01400.jpg
1400,01401.jpg,95,57,681,360,42,Bentley Continental GT Coupe 2012,data\stanford_cars\train\Bentley Continental GT Coupe 2012\01401.jpg
1401,01402.jpg,41,60,226,165,118,GMC Terrain SUV 2012,data\stanford_cars\train\GMC Terrain SUV 2012\01402.jpg
1402,01403.jpg,16,41,399,300,14,Audi TTS Coupe 2012,data\stanford_cars\train\Audi TTS Coupe 2012\01403.jpg
1403,01404.jpg,436,574,1465,940,163,Mercedes-Benz SL-Class Coupe 2009,data\stanford_cars\train\Mercedes-Benz SL-Class Coupe 2009\01404.jpg
1404,01405.jpg,16,52,386,252,155,Land Rover LR2 SUV 2012,data\stanford_cars\train\Land Rover LR2 SUV 2012\01405.jpg
1405,01406.jpg,103,134,905,551,144,Jaguar XK XKR 2012,data\stanford_cars\train\Jaguar XK XKR 2012\01406.jpg
1406,01407.jpg,51,44,506,263,99,FIAT 500 Abarth 2012,data\stanford_cars\train\FIAT 500 Abarth 2012\01407.jpg
1407,01408.jpg,27,52,253,151,190,Volkswagen Golf Hatchback 2012,data\stanford_cars\train\Volkswagen Golf Hatchback 2012\01408.jpg
1408,01409.jpg,39,24,498,242,43,Bentley Continental GT Coupe 2007,data\stanford_cars\train\Bentley Continental GT Coupe 2007\01409.jpg
1409,01410.jpg,172,80,448,306,109,Ford Expedition EL SUV 2009,data\stanford_cars\train\Ford Expedition EL SUV 2009\01410.jpg
1410,01411.jpg,42,207,760,469,55,Chevrolet Corvette Convertible 2012,data\stanford_cars\train\Chevrolet Corvette Convertible 2012\01411.jpg
1411,01412.jpg,41,71,554,458,133,Hyundai Veracruz SUV 2012,data\stanford_cars\train\Hyundai Veracruz SUV 2012\01412.jpg
1412,01413.jpg,24,46,290,188,8,Aston Martin V8 Vantage Convertible 2012,data\stanford_cars\train\Aston Martin V8 Vantage Convertible 2012\01413.jpg
1413,01414.jpg,12,84,636,479,91,Dodge Dakota Club Cab 2007,data\stanford_cars\train\Dodge Dakota Club Cab 2007\01414.jpg
1414,01415.jpg,9,25,291,163,25,Audi TT RS Coupe 2012,data\stanford_cars\train\Audi TT RS Coupe 2012\01415.jpg
1415,01416.jpg,54,81,728,422,7,Acura ZDX Hatchback 2012,data\stanford_cars\train\Acura ZDX Hatchback 2012\01416.jpg
1416,01417.jpg,31,90,613,360,156,Lincoln Town Car Sedan 2011,data\stanford_cars\train\Lincoln Town Car Sedan 2011\01417.jpg
1417,01418.jpg,99,158,825,585,84,Dodge Caliber Wagon 2007,data\stanford_cars\train\Dodge Caliber Wagon 2007\01418.jpg
1418,01419.jpg,11,8,110,68,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,data\stanford_cars\train\Chevrolet Silverado 1500 Classic Extended Cab 2007\01419.jpg
1419,01420.jpg,184,261,1164,703,164,Mercedes-Benz E-Class Sedan 2012,data\stanford_cars\train\Mercedes-Benz E-Class Sedan 2012\01420.jpg
1420,01421.jpg,4,17,593,269,97,Dodge Charger SRT-8 2009,data\stanford_cars\train\Dodge Charger SRT-8 2009\01421.jpg
1421,01422.jpg,58,44,250,180,128,Honda Accord Coupe 2012,data\stanford_cars\train\Honda Accord Coupe 2012\01422.jpg
1422,01423.jpg,51,115,606,399,27,BMW 1 Series Convertible 2012,data\stanford_cars\train\BMW 1 Series Convertible 2012\01423.jpg
1423,01424.jpg,1,14,352,256,123,Geo Metro Convertible 1993,data\stanford_cars\train\Geo Metro Convertible 1993\01424.jpg
1424,01425.jpg,25,117,1015,536,11,Aston Martin Virage Coupe 2012,data\stanford_cars\train\Aston Martin Virage Coupe 2012\01425.jpg
1425,01426.jpg,47,57,612,353,104,Ferrari 458 Italia Coupe 2012,data\stanford_cars\train\Ferrari 458 Italia Coupe 2012\01426.jpg
1426,01427.jpg,347,476,4243,2904,149,Jeep Compass SUV 2012,data\stanford_cars\train\Jeep Compass SUV 2012\01427.jpg
1427,01428.jpg,68,71,238,187,59,Chevrolet Camaro Convertible 2012,data\stanford_cars\train\Chevrolet Camaro Convertible 2012\01428.jpg
1428,01429.jpg,14,90,490,320,127,Honda Odyssey Minivan 2007,data\stanford_cars\train\Honda Odyssey Minivan 2007\01429.jpg
1429,01430.jpg,19,54,383,253,74,Chevrolet Silverado 1500 Extended Cab 2012,data\stanford_cars\train\Chevrolet Silverado 1500 Extended Cab 2012\01430.jpg
1430,01431.jpg,17,158,779,462,194,Volvo 240 Sedan 1993,data\stanford_cars\train\Volvo 240 Sedan 1993\01431.jpg
1431,01432.jpg,40,128,594,352,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,data\stanford_cars\train\Chevrolet Silverado 1500 Classic Extended Cab 2007\01432.jpg
1432,01433.jpg,10,60,296,178,47,Buick Regal GS 2012,data\stanford_cars\train\Buick Regal GS 2012\01433.jpg
1433,01434.jpg,52,96,754,498,98,Eagle Talon Hatchback 1998,data\stanford_cars\train\Eagle Talon Hatchback 1998\01434.jpg
1434,01435.jpg,297,191,1758,1043,189,Toyota 4Runner SUV 2012,data\stanford_cars\train\Toyota 4Runner SUV 2012\01435.jpg
1435,01436.jpg,228,207,531,332,160,McLaren MP4-12C Coupe 2012,data\stanford_cars\train\McLaren MP4-12C Coupe 2012\01436.jpg
1436,01437.jpg,1,87,629,404,80,Chrysler Crossfire Convertible 2008,data\stanford_cars\train\Chrysler Crossfire Convertible 2008\01437.jpg
1437,01438.jpg,16,132,768,574,33,BMW X6 SUV 2012,data\stanford_cars\train\BMW X6 SUV 2012\01438.jpg
1438,01439.jpg,47,72,444,317,93,Dodge Challenger SRT8 2011,data\stanford_cars\train\Dodge Challenger SRT8 2011\01439.jpg
1439,01440.jpg,29,34,203,158,88,Dodge Sprinter Cargo Van 2009,data\stanford_cars\train\Dodge Sprinter Cargo Van 2009\01440.jpg
1440,01441.jpg,126,118,768,538,148,Jeep Grand Cherokee SUV 2012,data\stanford_cars\train\Jeep Grand Cherokee SUV 2012\01441.jpg
1441,01442.jpg,63,81,771,552,166,Mercedes-Benz Sprinter Van 2012,data\stanford_cars\train\Mercedes-Benz Sprinter Van 2012\01442.jpg
1442,01443.jpg,120,130,475,312,34,BMW M3 Coupe 2012,data\stanford_cars\train\BMW M3 Coupe 2012\01443.jpg
1443,01444.jpg,1,56,402,248,52,Cadillac SRX SUV 2012,data\stanford_cars\train\Cadillac SRX SUV 2012\01444.jpg
